data;
set V := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25;
set E :=
	(9,13)
	(1,11)
	(4,12)
	(15,9)
	(3,23)
	(3,11)
	(25,19)
	(23,13)
	(2,20)
	(22,24)
	(15,23)
	(7,13)
	(14,19)
	(10,14)
	(19,18)
	(2,3)
	(23,11)
	(20,18)
	(20,5)
	(8,16)
	(20,2)
	(6,24)
	(16,11)
	(7,11)
	(18,13)
	(24,18)
	(16,22)
	(19,4)
	(4,1)
	(10,6)
	(25,10)
	(17,13)
	(2,7)
	(8,18)
	(22,17)
	(21,17)
	(22,21)
	(12,8)
	(18,22)
	(25,5)
	(14,10)
	(17,23)
	(17,11)
	(12,15)
	(13,8)
	(22,14)
	(5,17)
	(13,15)
	(19,24)
	(2,6)
	(8,4)
	(5,21)
	(20,24)
	(6,21)
	(3,8)
	(3,15)
	(10,5)
	(18,16)
	(16,12)
	(21,11)
	(21,22)
	(9,4)
	(16,8)
	(17,16)
	(7,8)
	(2,5)
	(20,17)
	(25,1)
	(18,8)
	(19,14)
	(11,17)
	(20,14)
	(16,1)
	(9,24)
	(1,25)
	(13,3)
	(24,21)
	(6,10)
	(12,13)
	(24,14)
	(23,24)
	(20,19)
	(8,9)
	(1,3)
	(13,9)
	(22,12)
	(12,11)
	(1,13)
	(4,16)
	(8,7)
	(16,20)
	(13,7)
	(3,9)
	(23,3)
	(6,12)
	(25,13)
	(7,3)
	(24,22)
	(8,6)
	(3,7)
	(10,25)
	(18,20)
	(20,10)
	(15,14)
	(4,8)
	(9,14)
	(14,13)
	(9,7)
	(18,3)
	(7,9)
	(21,1)
	(17,20)
	(12,16)
	(15,19)
	(25,22)
	(9,19)
	(14,11)
	(2,17)
	(5,1)
	(11,16)
	(8,10)
	(23,19)
	(6,1)
	(9,6)
	(14,22)
	(1,16)
	(7,19)
	(2,14)
	(18,23)
	(22,25)
	(8,2)
	(17,9)
	(21,25)
	(13,18)
	(10,22)
	(11,12)
	(13,5)
	(7,6)
	(24,12)
	(17,7)
	(15,10)
	(5,25)
	(9,10)
	(12,4)
	(3,18)
	(3,5)
	(11,15)
	(3,2)
	(21,13)
	(17,19)
	(19,1)
	(15,5)
	(9,5)
	(2,22)
	(4,3)
	(7,10)
	(1,4)
	(22,23)
	(5,13)
	(23,18)
	(21,23)
	(3,4)
	(14,12)
	(11,1)
	(16,18)
	(25,15)
	(4,9)
	(7,2)
	(15,12)
	(14,8)
	(6,11)
	(19,17)
	(14,15)
	(19,25)
	(20,25)
	(16,4)
	(10,8)
	(10,15)
	(24,25)
	(17,18)
	(17,5)
	(17,2)
	(22,16)
	(19,13)
	(21,16)
	(2,12)
	(11,3)
	(13,17)
	(11,13)
	(2,8)
	(25,20)
	(6,16)
	(13,21)
	(8,14)
	(12,7)
	(13,14)
	(11,23)
	(14,20)
	(18,24)
	(24,23)
	(4,10)
	(11,7)
	(13,19)
	(1,7)
	(15,25)
	(9,17)
	(2,1)
	(10,20)
	(12,6)
	(4,5)
	(9,21)
	(4,2)
	(23,17)
	(6,8)
	(1,19)
	(5,15)
	(23,21)
	(25,23)
	(7,17)
	(25,7)
	(14,9)
	(5,4)
	(19,16)
	(1,6)
	(15,13)
	(20,16)
	(10,9)
	(18,17)
	(21,24)
	(15,11)
	(16,19)
	(10,7)
	(18,14)
	(12,18)
	(12,2)
	(16,6)
	(17,21)
	(4,24)
	(20,8)
	(19,15)
	(23,22)
	(18,19)
	(20,15)
	(5,20)
	(1,5)
	(7,22)
	(1,2)
	(8,12)
	(18,6)
	(13,12)
	(5,3)
	(21,9)
	(24,4)
	(22,7)
	(5,9)
	(6,9)
	(14,18)
	(12,24)
	(17,22)
	(14,2)
	(18,10)
	(6,7)
	(19,20)
	(4,14)
	(10,18)
	(13,1)
	(21,6)
	(9,8)
	(14,4)
	(7,12)
	(9,15)
	(23,8)
	(4,19)
	(24,20)
	(23,15)
	(3,1)
	(10,4)
	(25,24)
	(18,12)
	(19,9)
	(8,20)
	(12,17)
	(22,10)
	(13,25)
	(19,23)
	(14,24)
	(17,12)
	(19,7)
	(12,14)
	(8,3)
	(22,18)
	(24,9)
	(11,21)
	(22,2)
	(5,10)
	(21,5)
	(7,1)
	(2,4)
	(8,13)
	(1,21)
	(11,14)
	(15,20)
	(5,2)
	(6,18)
	(6,2)
	(8,23)
	(24,19)
	(23,25)
	(25,21)
	(15,3)
	(13,23)
	(13,11)
	(3,13)
	(9,3)
	(16,17)
	(11,6)
	(12,22)
	(24,6)
	(7,25)
	(16,21);
param vertexCount := 25;
end;
